-250	-245	0
-245	-240	0
-240	-235	0
-235	-230	0
-230	-225	0
-225	-220	0
-220	-215	0
-215	-210	0
-210	-205	0
-205	-200	0
-200	-195	0
-195	-190	0
-190	-185	0
-185	-180	0
-180	-175	0
-175	-170	0
-170	-165	0
-165	-160	0
-160	-155	0
-155	-150	0
-150	-145	0
-145	-140	0
-140	-135	0
-135	-130	0
-130	-125	0
-125	-120	0
-120	-115	0
-115	-110	0
-110	-105	0
-105	-100	0
-100	-95	0
-95	-90	0
-90	-85	0
-85	-80	0
-80	-75	0
-75	-70	0
-70	-65	0
-65	-60	0
-60	-55	0
-55	-50	0
-50	-45	0
-45	-40	0
-40	-35	4225
-35	-30	9221
-30	-25	8978
-25	-20	7773
-20	-15	7472
-15	-10	6751
-10	-5	6191
-5	0	5830
0	5	5142
5	10	4575
10	15	4051
15	20	3752
20	25	3353
25	30	3005
30	35	2815
35	40	2569
40	45	2444
45	50	2572
50	55	3366
55	60	5365
60	65	10248
65	70	19169
70	75	32679
75	80	46374
80	85	59776
85	90	67346
90	95	72259
95	100	70168
100	105	66256
105	110	60373
110	115	51601
115	120	44781
120	125	36870
125	130	29507
130	135	22248
135	140	16521
140	145	12508
145	150	10586
150	155	9333
155	160	9139
160	165	8599
165	170	8221
170	175	7615
175	180	6966
180	185	6674
185	190	5855
190	195	5422
195	200	4437
200	205	3318
205	210	3021
210	215	2375
215	220	1935
220	225	1715
225	230	1536
230	235	1377
235	240	1290
240	245	1246
245	250	1155
