-250	-245	0
-245	-240	0
-240	-235	0
-235	-230	0
-230	-225	0
-225	-220	0
-220	-215	0
-215	-210	0
-210	-205	0
-205	-200	0
-200	-195	0
-195	-190	0
-190	-185	0
-185	-180	0
-180	-175	0
-175	-170	0
-170	-165	0
-165	-160	0
-160	-155	0
-155	-150	0
-150	-145	0
-145	-140	0
-140	-135	0
-135	-130	0
-130	-125	0
-125	-120	0
-120	-115	0
-115	-110	0
-110	-105	0
-105	-100	0
-100	-95	0
-95	-90	0
-90	-85	0
-85	-80	0
-80	-75	0
-75	-70	0
-70	-65	0
-65	-60	0
-60	-55	0
-55	-50	0
-50	-45	0
-45	-40	0
-40	-35	3870
-35	-30	8304
-30	-25	8231
-25	-20	7429
-20	-15	7001
-15	-10	6359
-10	-5	5955
-5	0	5442
0	5	4994
5	10	4427
10	15	4042
15	20	3738
20	25	3204
25	30	2939
30	35	2658
35	40	2409
40	45	2303
45	50	2548
50	55	3256
55	60	5337
60	65	10075
65	70	18743
70	75	32376
75	80	46156
80	85	58869
85	90	67138
90	95	72280
95	100	70578
100	105	66713
105	110	60393
110	115	52230
115	120	45525
120	125	37903
125	130	29808
130	135	22983
135	140	17085
140	145	12842
145	150	10713
150	155	9576
155	160	9144
160	165	8566
165	170	8262
170	175	7723
175	180	7192
180	185	6688
185	190	5979
190	195	5396
195	200	4621
200	205	3536
205	210	3130
210	215	2396
215	220	2030
220	225	1848
225	230	1674
230	235	1378
235	240	1291
240	245	1278
245	250	1134
