-250	-245	0
-245	-240	0
-240	-235	0
-235	-230	0
-230	-225	0
-225	-220	0
-220	-215	0
-215	-210	0
-210	-205	0
-205	-200	0
-200	-195	0
-195	-190	0
-190	-185	0
-185	-180	0
-180	-175	0
-175	-170	0
-170	-165	0
-165	-160	0
-160	-155	0
-155	-150	0
-150	-145	0
-145	-140	0
-140	-135	0
-135	-130	0
-130	-125	0
-125	-120	0
-120	-115	0
-115	-110	0
-110	-105	0
-105	-100	0
-100	-95	0
-95	-90	0
-90	-85	0
-85	-80	0
-80	-75	0
-75	-70	0
-70	-65	0
-65	-60	0
-60	-55	0
-55	-50	0
-50	-45	0
-45	-40	0
-40	-35	686
-35	-30	1408
-30	-25	1441
-25	-20	1271
-20	-15	1139
-15	-10	1132
-10	-5	1045
-5	0	1007
0	5	847
5	10	858
10	15	761
15	20	761
20	25	723
25	30	712
30	35	690
35	40	762
40	45	927
45	50	1173
50	55	1781
55	60	4319
60	65	11804
65	70	27698
70	75	52714
75	80	77336
80	85	95827
85	90	101362
90	95	97049
95	100	85825
100	105	73697
105	110	59966
110	115	45001
115	120	31680
120	125	19711
125	130	11274
130	135	7059
135	140	6419
140	145	7237
145	150	8369
150	155	8783
155	160	9264
160	165	9266
165	170	8741
170	175	7870
175	180	6628
180	185	5464
185	190	4421
190	195	3703
195	200	2729
200	205	2052
205	210	1756
210	215	1542
215	220	1322
220	225	1220
225	230	1141
230	235	1068
235	240	1044
240	245	1023
245	250	971
