-250	-245	0
-245	-240	0
-240	-235	0
-235	-230	0
-230	-225	0
-225	-220	0
-220	-215	0
-215	-210	0
-210	-205	0
-205	-200	0
-200	-195	0
-195	-190	0
-190	-185	0
-185	-180	0
-180	-175	0
-175	-170	0
-170	-165	0
-165	-160	0
-160	-155	0
-155	-150	0
-150	-145	0
-145	-140	0
-140	-135	0
-135	-130	0
-130	-125	0
-125	-120	0
-120	-115	0
-115	-110	0
-110	-105	0
-105	-100	0
-100	-95	0
-95	-90	0
-90	-85	0
-85	-80	0
-80	-75	0
-75	-70	0
-70	-65	0
-65	-60	0
-60	-55	0
-55	-50	0
-50	-45	0
-45	-40	0
-40	-35	1637
-35	-30	3959
-30	-25	4011
-25	-20	3622
-20	-15	3298
-15	-10	3124
-10	-5	2839
-5	0	2670
0	5	2488
5	10	2193
10	15	1939
15	20	1856
20	25	1661
25	30	1464
30	35	1375
35	40	1314
40	45	1308
45	50	1614
50	55	2456
55	60	5057
60	65	11599
65	70	23455
70	75	40726
75	80	55125
80	85	67762
85	90	74988
90	95	77224
95	100	73265
100	105	66447
105	110	58170
110	115	49630
115	120	42965
120	125	36091
125	130	29504
130	135	24063
135	140	19482
140	145	14847
145	150	12536
150	155	10898
155	160	9539
160	165	8693
165	170	8051
170	175	7582
175	180	6915
180	185	6422
185	190	5714
190	195	5236
195	200	4382
200	205	3673
205	210	3008
210	215	2350
215	220	2004
220	225	1653
225	230	1444
230	235	1261
235	240	1199
240	245	1128
245	250	1049
