-250	-245	0
-245	-240	0
-240	-235	0
-235	-230	0
-230	-225	0
-225	-220	0
-220	-215	0
-215	-210	0
-210	-205	0
-205	-200	0
-200	-195	0
-195	-190	0
-190	-185	0
-185	-180	0
-180	-175	0
-175	-170	0
-170	-165	0
-165	-160	0
-160	-155	0
-155	-150	0
-150	-145	0
-145	-140	0
-140	-135	0
-135	-130	0
-130	-125	0
-125	-120	0
-120	-115	0
-115	-110	0
-110	-105	0
-105	-100	0
-100	-95	0
-95	-90	0
-90	-85	0
-85	-80	0
-80	-75	0
-75	-70	0
-70	-65	0
-65	-60	0
-60	-55	0
-55	-50	0
-50	-45	0
-45	-40	0
-40	-35	603
-35	-30	1286
-30	-25	1307
-25	-20	1214
-20	-15	1207
-15	-10	1163
-10	-5	1079
-5	0	1073
0	5	981
5	10	955
10	15	975
15	20	911
20	25	903
25	30	851
30	35	737
35	40	700
40	45	625
45	50	619
50	55	627
55	60	652
60	65	638
65	70	684
70	75	866
75	80	1084
80	85	2202
85	90	6153
90	95	17396
95	100	36350
100	105	57856
105	110	74687
110	115	82177
115	120	82768
120	125	76971
125	130	67692
130	135	59996
135	140	52313
140	145	43067
145	150	35932
150	155	28836
155	160	21396
160	165	16098
165	170	12345
170	175	10383
175	180	9804
180	185	9606
185	190	9606
190	195	9322
195	200	8819
200	205	8158
205	210	7442
210	215	6579
215	220	5665
220	225	4673
225	230	3682
230	235	2864
235	240	2370
240	245	2052
245	250	1790
